Quezon City	14.6488	121.0509	1
Cebu City	10.311111	123.891667	2
Baguio City	16.417155	120.590998	1
Pasay City	14.54559	120.995818	1
Olongapo	14.838908	120.285118	1
Tarlac	City	15.480169	120.59794	1
Marikina	City	14.64138	121.111796	1
Antipolo	14.5886	121.1757	1
City of Parañaque	14.497752	120.990737	1
